ID,TARGET
1249,0.08463898901615435
1250,0.08501109493690585
1251,0.08489865573169565
1252,0.1036305670759599
1253,0.1314802543133246
1254,0.13244841802918886
1255,0.35422772554805554
1256,0.36999265816548804
1257,0.3779412421937344
1258,0.22846477893474412
1259,0.14505741798461
1260,0.24769612754453463
1261,0.8244026481118405
1262,0.8056018303673325
1263,0.8317790861536296
1264,0.7944018013349832
1265,0.6447278476460997
1266,0.23423539838325436
1267,0.1033634468630241
1268,0.16327768976940685
1269,0.16984602751984912
1270,0.11082505021831432
1271,0.10531680155498543
1272,0.10878695160730084
1273,0.08715448947225196
1274,0.08412394375831879
1275,0.08760890800989961
1276,0.12146273920678329
1277,0.1275214513176
1278,0.12782352598651853
1279,0.33555180140809554
1280,0.23414533406004384
1281,0.19250485899703074
1282,0.7057518148874007
1283,0.7216264695799068
1284,0.7190105897621354
1285,0.7173702101774602
1286,0.7250784438394855
1287,0.740762160320515
1288,0.6301754729022766
1289,0.1253046422646934
1290,0.2653183861044584
1291,0.11047291091708057
1292,0.16287740601932732
1293,0.16039352768029147
1294,0.11111273079141216
1295,0.10845467454051066
1296,0.10904705277778712
1297,0.09413783249396664
1298,0.08877194736394824
1299,0.08653629164208901
1300,0.1161777593849857
1301,0.14148550913449534
1302,0.14378531385157467
1303,0.3550371657939903
1304,0.2514365389930108
1305,0.7472148458992405
1306,0.6495404580544366
1307,0.6686064751444405
1308,0.7063841219103446
1309,0.6519802494947587
1310,0.6996327474266689
1311,0.6716526904174502
1312,0.6516067703864187
1313,0.7160443104903423
1314,0.16596744920634948
1315,0.11850009099195592
1316,0.18883851367103316
1317,0.17053694801806368
1318,0.11106161046043274
1319,0.1097208861963676
1320,0.10776533570042483
1321,0.08472100407389405
1322,0.08269244131173917
1323,0.09986013687016625
1324,0.12727709461352002
1325,0.15153127472673955
1326,0.14573054796019178
1327,0.35857061009009755
1328,0.20714470964526693
1329,0.7371221564016796
1330,0.6904406775650526
1331,0.6262202858755893
1332,0.6383825232700794
1333,0.6187284056946476
1334,0.6315181858291029
1335,0.6031520716854436
1336,0.6397765692190898
1337,0.5768099523000092
1338,0.49055349030919054
1339,0.11230462883856113
1340,0.19232860641510577
1341,0.1757451983962154
1342,0.11700615900525943
1343,0.11265932418950378
1344,0.11248420777769871
1345,0.09316327920213814
1346,0.08925640496808292
1347,0.09296351913800786
1348,0.11813488292696904
1349,0.14548604637437046
1350,0.14403184758335605
1351,0.34675809951369496
1352,0.34878097897241717
1353,0.2169393828738118
1354,0.1405741665528991
1355,0.7894993514912249
1356,0.744734216418352
1357,0.7548572210591411
1358,0.6848402748874304
1359,0.7273353221733373
1360,0.38246569988765927
1361,0.28184318197739816
1362,0.25813063440601947
1363,0.184290337850673
1364,0.18585599878253561
1365,0.15688213414480134
1366,0.1094050955892631
1367,0.10750915446199569
1368,0.10409891952196199
1369,0.0917863426789561
1370,0.08643559161978713
1371,0.09881701324890751
1372,0.13118323458306272
1373,0.14735750541469053
1374,0.14228103716332818
1375,0.3611870894312015
1376,0.21311411694001703
1377,0.18538842265942967
1378,0.22287709784978496
1379,0.16643770812997513
1380,0.15934191613240187
1381,0.7365419932861365
1382,0.18950134414194597
1383,0.194655999227931
1384,0.18563599256272031
1385,0.11026465299496473
1386,0.2531955869765454
1387,0.15729214452952242
1388,0.17129669961068875
1389,0.14903261769160797
1390,0.10946596914128465
1391,0.10388912224725416
1392,0.10556916764493549
1393,0.09203608361409814
1394,0.09203732519900384
1395,0.09203675625003208
1396,0.11949674205015219
1397,0.14643258471202653
1398,0.14093268283500893
1399,0.32710403112310393
1400,0.1832297252441728
1401,0.23103926372685774
1402,0.12977076783378536
1403,0.14494218783854976
1404,0.15789723771286243
1405,0.8003773394537
1406,0.1952138590120521
1407,0.8568490396260995
1408,0.15517921161485398
1409,0.14115665066121047
1410,0.26204797170356225
1411,0.19455576803244562
1412,0.19138853944500808
1413,0.15285680797775655
1414,0.11335925943803295
1415,0.10322403529400698
1416,0.10598838952429546
1417,0.09305442492588904
1993,0.10190265968144648
1994,0.09452735179438465
1995,0.09422231781223907
1996,0.08773181377188193
1997,0.12002442821603411
1998,0.1292855905826984
1999,0.14881520912892612
2000,0.20876867079828196
2001,0.13900294351333708
2002,0.5954592249027371
2003,0.5467424760154111
2004,0.5720799897057458
2005,0.5735090805186421
2006,0.49817087691121337
2007,0.5100200488046556
2008,0.5956906249572124
2009,0.5588370084822583
2010,0.1514605863923092
2011,0.19340699468901432
2012,0.16041994346247074
2013,0.11295466540121626
2014,0.11489861226263855
2015,0.11762808068203592
2016,0.11821927206923184
2017,0.09850665958025807
2018,0.09850683239186164
2019,0.08295896136504152
2020,0.08443856344764074
2021,0.1116437148486244
2022,0.12027684418893733
2023,0.13372517079436044
2024,0.17875526593512414
2025,0.21987714291373398
2026,0.47806749170471086
2027,0.769509881035163
2028,0.7721695194096011
2029,0.8092491548515597
2030,0.8199920227505147
2031,0.7261524719437038
2032,0.7403924338826127
2033,0.4906037346182718
2034,0.06359894521114454
2035,0.1838840232083325
2036,0.1544658754242227
2037,0.11582977505364818
2038,0.112754680535744
2039,0.11261632889523679
2040,0.11240798855527913
2041,0.08900668289566768
2042,0.0907297698760197
2043,0.09162603622667115
2044,0.09192702752835805
2045,0.12131705573511638
2046,0.1405862234996906
2047,0.13456669019120013
2048,0.3312507625312009
2049,0.1491047667688073
2050,0.2412082296075994
2051,0.7377395045863533
2052,0.7255136645458252
2053,0.14579336145554167
2054,0.7081879214526066
2055,0.14918043698205552
2056,0.2709457115005989
2057,0.4056118202073396
2058,0.18832537025211094
2059,0.18474371816520477
2060,0.14718392834133573
2061,0.10516076174948759
2062,0.10499057023568055
2063,0.10667842140056365
2064,0.10820339958959917
2065,0.09277788915364722
2066,0.0966077580572893
2067,0.0946058118664491
2068,0.09189247694523982
2069,0.09264861698208994
2070,0.1069167988231597
2071,0.12836444717634482
2072,0.32567567941214276
2073,0.20642798814193364
2074,0.19162704517547888
2075,0.6514576844866892
2076,0.6758362453196305
2077,0.6932940882612668
2078,0.7189928779020884
2079,0.7130156980731372
2080,0.7052099521404912
2081,0.4272635628196102
2082,0.19000845776522313
2083,0.17807543369376308
2084,0.13581628245536856
2085,0.108893120177237
2086,0.10846738682793411
2087,0.10526288410196401
2088,0.1088707836128141
2089,0.09143460594852902
2090,0.09145995209349429
2091,0.0881795252591109
2092,0.08445459773177719
2093,0.11636020190720649
2094,0.13007949640893293
2095,0.15081819843748415
2096,0.3384124289827392
2097,0.22609099355106974
2098,0.1423959039396128
2099,0.2210237292930158
2100,0.219403926253047
2101,0.11570745016080126
2102,0.7332916835213367
2103,0.7422973707512106
2104,0.1204486481679378
2105,0.2537343311386703
2106,0.10677514249306404
2107,0.17973321188932714
2108,0.13848007254033898
2109,0.10333335880577665
2110,0.10177731393732906
2111,0.10118557111502577
2112,0.10111356983147544
2113,0.0881071796767133
2114,0.08726546486340776
2115,0.09467165637726146
2116,0.0937794274093309
2117,0.11861844944068642
2118,0.14176360952589856
2119,0.15055387112592625
2120,0.17388782772225134
2121,0.13408557205226954
2122,0.16057188411041182
2123,0.22464924096491096
2124,0.15740004011887843
2125,0.2675302935417778
2126,0.8775011295896933
2127,0.23626330931828082
2128,0.18329559172221782
2129,0.25948731449837514
2130,0.16165241258956467
2131,0.16688399386351985
2132,0.12648200904921317
2133,0.10400004978288896
2134,0.10659684455302493
2135,0.10388986291121358
2136,0.11682995763560784
2137,0.08979853335564991
2138,0.09259605678435895
2139,0.09094346208437244
2140,0.0828933270525932
2141,0.0946949640238744
2142,0.12212771472067073
2143,0.12421549025381778
2144,0.3389837281923388
2145,0.2208288813186337
2146,0.3344875610872404
2147,0.808205746304856
2148,0.6901801667312939
2149,0.7898635107368517
2150,0.686413579642155
2151,0.5344056829494636
2152,0.24535594471251657
2153,0.2602196369015519
2154,0.18600967678484828
2155,0.18401851091402335
2156,0.14276280753298423
2157,0.11363300036281815
2158,0.10973176292553703
2159,0.1218733319853345
2160,0.1113333050962874
2161,0.09588029807406935
2473,0.08500960476915498
2474,0.08889690694458731
2475,0.0797280900143009
2476,0.08084150055365522
2477,0.07391494428878927
2478,0.1092880837558622
2479,0.12444818749193613
2480,0.26823760080067605
2481,0.21297954588566806
2482,0.11318179903651555
2483,0.18708645618301975
2484,0.19173427344618107
2485,0.22486331732078746
2486,0.16245560237272993
2487,0.23343808685325104
2488,0.2389665985744639
2489,0.19735215003556586
2490,0.12753266880396305
2491,0.12871356360383587
2492,0.08908741468907946
2493,0.08882005566394684
2494,0.08847739816976562
2495,0.09312992255514452
2496,0.09283352938588207
2497,0.08493305540996046
2498,0.08090835870444078
2499,0.0828646163986382
2500,0.08289358494067856
