ID,TARGET
1249,-11815393847.194193
1250,-11125150384.542479
1251,-9750275194.727743
1252,-7836673399.936371
1253,-5538667725.538878
1254,-2932016600.361975
1255,-288889194.5886317
1256,2413161433.5644794
1257,5033841897.428782
1258,7413217736.179663
1259,9329625398.896872
1260,9890798945.843277
1261,9890798946.208395
1262,9624241511.56277
1263,7831292029.196696
1264,5519257016.020776
1265,2926635229.2265644
1266,227390468.70333853
1267,-2449407349.9526796
1268,-5084117152.5583105
1269,-7452269520.332044
1270,-9466882553.58132
1271,-10976439394.651037
1272,-11826617318.138594
1273,-11907987482.415884
1274,-11212132284.309961
1275,-9828839491.281778
1276,-7906820093.287983
1277,-5603202683.417545
1278,-2990939822.7785907
1279,-347812417.043108
1280,2354238211.2938776
1281,4969306939.785973
1282,7343071043.16468
1283,9248255234.878113
1284,9890798946.1918
1285,9890798946.240364
1286,9528842008.621372
1287,7738698393.954785
1288,5432275116.050317
1289,2842459197.0582623
1290,143214436.6173685
1291,-2530777514.275085
1292,-5171099052.369355
1293,-7542057287.850249
1294,-9562282056.550825
1295,-11071838897.614378
1296,-11922016821.113663
1297,-12000581117.647844
1298,-11299114184.066717
1299,-9907403787.858622
1300,-7979772654.390004
1301,-5670543509.044958
1302,-3049863045.199737
1303,-406735639.4612912
1304,2292509121.0719657
1305,4904771981.970042
1306,7270118482.262924
1307,9166885070.833883
1308,9890798946.284365
1309,9890798946.27882
1310,9433442505.584631
1311,7648910626.554512
1312,5342487348.89367
1313,2758283165.3357615
1314,59038404.6296529
1315,-2614953546.33008
1316,-5260886819.816047
1317,-7634650923.064191
1318,-9654875691.780136
1319,-11170044268.310127
1320,-12020222191.810253
1321,-12095980620.606693
1322,-11386096083.827055
1323,-9988773952.138964
1324,-8052725215.460658
1325,-5735078466.9228
1326,-3108786267.613894
1327,-468464729.6151404
1328,2230780030.908648
1329,4840237024.069473
1330,7199971788.875798
1331,9085514906.530321
1332,9890798946.282381
1333,9890798946.270689
1334,9335237134.8837
1335,7553511123.596832
1336,5255505449.068221
1337,2671301265.5569773
1338,-25137627.352644034
1339,-2699129578.3717465
1340,-5347868719.586576
1341,-7727244558.311001
1342,-9750275194.73797
1343,-11268249638.99909
1344,-12118427562.48706
1345,-12191380123.559748
1346,-11475883851.315908
1347,-10070144116.434975
1348,-8125677776.555634
1349,-5802419292.541993
1350,-3167709490.0280366
1351,-527387952.0287884
1352,2169050940.6682963
1353,4775702065.988459
1354,7127019227.466296
1355,9004144741.89919
1356,9890798946.070786
1357,9890798945.96905
1358,9237031763.798914
1359,7460917488.031292
1360,5165717681.22485
1361,2584319365.452936
1362,-112119527.18435274
1363,-2783305610.399688
1364,-5437656487.090877
1365,-7819838193.540632
1366,-9848480565.453297
1367,-11366455009.714472
1368,-12219438800.961073
1369,-12286779626.538857
1370,-11565671618.834188
1371,-10148708412.998142
1372,-8198630337.6669855
1373,-5869760118.166438
1374,-3226632712.447346
1375,-589117042.1612422
1376,2107321850.637032
1377,4708361240.4186125
1378,7051260798.703622
1379,8919968709.651827
1380,9890798945.821507
1381,9890798946.010681
1382,9138826392.917631
1383,7365517984.8338
1384,5073124045.983665
1385,2497337465.7249475
1386,-199101427.0637194
1387,-2867481642.3779387
1388,-5527444254.605205
1389,-7912431828.794721
1390,-9946685936.14658
1391,-11467466248.145548
1392,-12317644171.644375
1393,-12384984997.240028
1394,-11655459386.321209
1395,-10230078577.290787
1396,-8271582898.736553
1397,-5937100943.78852
1398,-3285555934.8763227
1399,-650846132.3317475
1400,2045592760.4046772
1401,4641020414.728042
1402,6978308237.44914
1403,8835792677.574331
1404,9890798945.707443
1405,9890798945.977118
1406,9037815154.47908
1407,7270118482.062377
1408,4983336278.496349
1409,2407549698.360441
1410,-286083326.777148
1411,-2954463542.2103605
1412,-5620037889.823258
1413,-8007831331.75804
1414,-10044891306.869942
1415,-11568477486.601622
1416,-12418655410.101946
1417,-12480384500.20772
1993,-14943936370.942856
1994,-14003970679.952583
1995,-12337285245.766655
1996,-10165543619.413054
1997,-7671127203.604609
1998,-5008358723.743671
1999,-2252996608.6552887
2000,373295590.7277733
2001,2834041593.80531
2002,4955277601.188105
2003,6543398739.081179
2004,7376741456.157744
2005,7306594762.838883
2006,6349793865.460635
2007,4669079092.473369
2008,2483308127.250673
2009,-13914156.411683049
2010,-2654235694.572167
2011,-5423627148.424233
2012,-8080783892.835195
2013,-10549947499.025072
2014,-12679601109.369112
2015,-14273333982.45571
2016,-15112288435.010284
2017,-15050559344.839417
2018,-14099370182.904957
2019,-12424267145.52807
2020,-10241302048.24161
2021,-7741273896.962941
2022,-5075699549.359105
2023,-2320337434.267327
2024,303148897.4052002
2025,2755477297.302033
2026,4868295701.46069
2027,6445193368.3417225
2028,7270118482.354756
2029,7197165921.301419
2030,6237559156.118225
2031,4562456118.616803
2032,2379491021.152138
